PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Sasaran,Persen_Ukur_Timbang,Stunting,Wasting,Underweight,BULAN
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,0,0,0,0,0,JANUARI
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,BARU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,BARURU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,KALABE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,PIDARA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,0,0,0,0,0,JANUARI
